EstudianteID;Programa_Academico_ID;Edad_Ingreso;Genero_ID;Tipo_Asistencia;Estado_Financiero;Estado_Final;Tasa_Exito_1er_Semestre;Nota_Promedio_2do_Semestre;Factor_Riesgo_Academico
1015;12;19;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
1016;12;19;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
1017;4;19;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
1018;12;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1019;12;19;0;1;Al Dia;Graduado;0.85714285;14;Bajo Riesgo Académico
1020;12;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1021;5;19;0;1;Deudor;Desercion;0;0;Alto Riesgo Académico
1022;4;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1023;15;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1024;8;19;0;1;Al Dia;Desercion;0;0;Alto Riesgo Académico
1025;14;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1026;11;19;0;1;Al Dia;Graduado;0.83333333;11;Bajo Riesgo Académico
1027;12;19;0;1;Al Dia;Graduado;0.85714285;13;Bajo Riesgo Académico
1028;16;19;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
1029;11;19;0;1;Al Dia;Desercion;0.66666666;14;Bajo Riesgo Académico
1030;12;19;0;1;Al Dia;Graduado;0.85714285;13;Bajo Riesgo Académico
1031;12;19;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
1032;10;19;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
1033;16;19;0;1;Al Dia;Activo;0.66666666;12;Bajo Riesgo Académico
1034;12;19;0;1;Al Dia;Graduado;1;15;Bajo Riesgo Académico
1035;6;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1036;12;19;0;1;Al Dia;Graduado;1;15;Bajo Riesgo Académico
1037;12;19;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
1038;12;19;0;1;Al Dia;Desercion;1;12;Bajo Riesgo Académico
1039;12;19;0;1;Al Dia;Graduado;0.85714285;14;Bajo Riesgo Académico
1040;11;19;0;1;Al Dia;Graduado;0.83333333;12;Bajo Riesgo Académico
1041;15;19;0;1;Al Dia;Desercion;1;13;Bajo Riesgo Académico
1042;12;19;0;1;Al Dia;Graduado;0.875;14;Bajo Riesgo Académico
1043;12;19;0;1;Al Dia;Graduado;0.875;13;Bajo Riesgo Académico
1044;11;19;0;1;Al Dia;Graduado;0.83333333;12;Bajo Riesgo Académico
1045;11;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1046;16;19;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
1047;15;19;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
1048;9;19;0;1;Al Dia;Desercion;0.8;0;Bajo Riesgo Académico
1049;5;19;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
1050;9;19;0;1;Al Dia;Graduado;1;11;Bajo Riesgo Académico
1051;10;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1052;10;19;1;1;Al Dia;Desercion;0.5;10;Bajo Riesgo Académico
1053;6;19;1;1;Deudor;Desercion;0.83333333;13;Bajo Riesgo Académico
1054;9;19;1;1;Al Dia;Desercion;0.4;16;Alto Riesgo Académico
1055;12;19;1;1;Al Dia;Graduado;0.875;13;Bajo Riesgo Académico
1056;14;19;1;1;Al Dia;Desercion;0.6;11;Bajo Riesgo Académico
1057;15;19;1;1;Al Dia;Graduado;1;11;Bajo Riesgo Académico
1058;15;19;1;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1059;9;19;1;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
1060;14;19;1;1;Deudor;Desercion;0;0;Alto Riesgo Académico
1061;12;19;0;1;Al Dia;Desercion;0;0;Alto Riesgo Académico
1062;9;19;1;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
1063;10;19;0;1;Al Dia;Desercion;0;0;Alto Riesgo Académico
1064;15;19;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
1065;10;19;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
1066;16;19;0;1;Al Dia;Graduado;0.85714285;13;Bajo Riesgo Académico
1067;10;19;0;1;Al Dia;Graduado;0.83333333;11;Bajo Riesgo Académico
1068;12;19;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
1069;14;19;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
1070;9;19;0;1;Al Dia;Desercion;0.4;14;Alto Riesgo Académico
1071;10;19;0;1;Al Dia;Graduado;1;11;Bajo Riesgo Académico
1072;5;19;1;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1073;12;19;0;1;Al Dia;Graduado;0.875;12;Bajo Riesgo Académico
1074;12;19;0;1;Al Dia;Graduado;1;15;Bajo Riesgo Académico
1075;12;19;1;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
1076;6;19;1;1;Deudor;Desercion;1;13;Bajo Riesgo Académico
1077;14;19;1;1;Al Dia;Graduado;0.6;11;Bajo Riesgo Académico
1078;9;19;0;1;Al Dia;Graduado;0.6;10;Bajo Riesgo Académico
1079;12;19;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
1080;7;19;1;1;Al Dia;Desercion;0.6;10;Bajo Riesgo Académico
1081;9;19;1;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
1082;9;19;0;1;Deudor;Desercion;0;0;Alto Riesgo Académico
1083;14;19;0;1;Al Dia;Desercion;0;0;Alto Riesgo Académico
1084;10;19;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
1085;16;19;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
1086;9;19;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
1087;8;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1088;5;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1089;15;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1090;10;19;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
1091;6;19;0;1;Al Dia;Graduado;1;15;Bajo Riesgo Académico
1092;6;19;0;1;Al Dia;Activo;0.66666666;12;Bajo Riesgo Académico
1093;12;19;0;1;Al Dia;Activo;0.85714285;13;Bajo Riesgo Académico
1094;11;19;1;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
1095;2;19;1;1;Al Dia;Activo;0.91666666;11;Bajo Riesgo Académico
1096;14;19;1;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
1097;12;19;0;1;Al Dia;Desercion;0;0;Alto Riesgo Académico
1098;12;19;0;1;Al Dia;Graduado;1;11;Bajo Riesgo Académico
1099;12;19;1;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
1100;6;19;0;1;Al Dia;Graduado;1;16;Bajo Riesgo Académico
1101;12;19;0;1;Al Dia;Activo;0.71428571;11;Bajo Riesgo Académico
1102;10;19;0;1;Al Dia;Graduado;0.83333333;11;Bajo Riesgo Académico
1103;15;19;0;1;Al Dia;Graduado;0.66666666;11;Bajo Riesgo Académico
1104;10;19;0;1;Al Dia;Activo;0.83333333;10;Bajo Riesgo Académico
1105;10;19;0;1;Al Dia;Graduado;0.83333333;11;Bajo Riesgo Académico
1106;9;19;0;1;Al Dia;Activo;0.4;13;Alto Riesgo Académico
1107;10;19;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
1108;16;19;0;1;Al Dia;Activo;0.83333333;13;Bajo Riesgo Académico
1109;12;19;0;1;Al Dia;Graduado;1;15;Bajo Riesgo Académico
1110;15;19;0;1;Al Dia;Graduado;0.83333333;12;Bajo Riesgo Académico
1111;12;19;0;1;Al Dia;Graduado;0.875;12;Bajo Riesgo Académico
1112;12;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1113;12;19;0;1;Al Dia;Graduado;0.85714285;13;Bajo Riesgo Académico
1114;6;19;0;1;Al Dia;Activo;0.83333333;11;Bajo Riesgo Académico
1115;9;19;0;1;Al Dia;Desercion;0.4;10;Alto Riesgo Académico
1116;16;19;0;1;Al Dia;Desercion;0.66666666;10;Bajo Riesgo Académico
1117;8;19;0;1;Al Dia;Desercion;0;0;Alto Riesgo Académico
1118;12;19;0;1;Al Dia;Graduado;0.875;12;Bajo Riesgo Académico
1119;12;19;0;1;Al Dia;Activo;0.57142857;11;Bajo Riesgo Académico
1120;11;19;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
1121;13;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1122;6;19;0;1;Al Dia;Graduado;0.6;13;Bajo Riesgo Académico
1123;11;19;0;1;Al Dia;Graduado;0.83333333;11;Bajo Riesgo Académico
1124;14;19;0;1;Al Dia;Activo;1;13;Bajo Riesgo Académico
1125;7;19;1;1;Al Dia;Desercion;0.6;10;Bajo Riesgo Académico
1126;12;19;1;1;Al Dia;Graduado;0.875;13;Bajo Riesgo Académico
1127;7;19;1;1;Al Dia;Desercion;0.4;0;Alto Riesgo Académico
1128;9;19;1;1;Al Dia;Graduado;1;11;Bajo Riesgo Académico
1129;7;19;1;1;Al Dia;Desercion;0.6;12;Bajo Riesgo Académico
1130;15;19;1;1;Al Dia;Desercion;0.66666666;11;Bajo Riesgo Académico
1131;9;19;1;1;Al Dia;Activo;0.6;11;Bajo Riesgo Académico
1132;14;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1133;12;19;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
1134;12;19;0;1;Al Dia;Graduado;0.85714285;13;Bajo Riesgo Académico
1135;12;19;0;1;Al Dia;Desercion;0;0;Alto Riesgo Académico
1136;12;19;0;1;Al Dia;Graduado;0.85714285;14;Bajo Riesgo Académico
1137;10;19;0;1;Al Dia;Graduado;0.83333333;10;Bajo Riesgo Académico
1138;12;19;0;1;Al Dia;Graduado;0.875;12;Bajo Riesgo Académico
1139;6;19;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
1140;9;19;0;1;Al Dia;Activo;1;11;Bajo Riesgo Académico
1141;10;19;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
1142;12;19;0;1;Al Dia;Graduado;1;16;Bajo Riesgo Académico
1143;14;19;0;1;Al Dia;Desercion;0;0;Alto Riesgo Académico
1144;9;19;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
1145;12;19;0;1;Al Dia;Desercion;0;0;Alto Riesgo Académico
1146;15;19;0;1;Al Dia;Graduado;0.83333333;14;Bajo Riesgo Académico
1147;14;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1148;14;19;0;1;Al Dia;Graduado;0.83333333;14;Bajo Riesgo Académico
1149;6;19;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
1150;12;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1151;12;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1152;10;19;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
1153;9;19;0;1;Al Dia;Desercion;0.6;0;Bajo Riesgo Académico
1154;15;19;0;1;Al Dia;Activo;0.66666666;11;Bajo Riesgo Académico
1155;11;19;0;1;Al Dia;Activo;1;12;Bajo Riesgo Académico
1156;12;19;0;1;Al Dia;Graduado;0.875;14;Bajo Riesgo Académico
1157;12;19;0;1;Al Dia;Graduado;0.875;12;Bajo Riesgo Académico
1158;10;19;0;1;Al Dia;Graduado;1;11;Bajo Riesgo Académico
1159;10;19;0;1;Al Dia;Activo;0.5;10;Bajo Riesgo Académico
1160;16;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1161;15;19;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
1162;6;19;0;1;Al Dia;Activo;0.2;11;Alto Riesgo Académico
1163;16;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1164;12;19;0;1;Al Dia;Activo;0.71428571;13;Bajo Riesgo Académico
1165;15;19;0;1;Al Dia;Desercion;0.5;10;Bajo Riesgo Académico
1166;6;19;0;1;Al Dia;Activo;0.8;12;Bajo Riesgo Académico
1167;10;19;0;1;Al Dia;Graduado;0.83333333;12;Bajo Riesgo Académico
1168;10;19;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
1169;12;19;0;1;Al Dia;Graduado;0.85714285;13;Bajo Riesgo Académico
1170;3;19;0;0;Al Dia;Graduado;1;11;Bajo Riesgo Académico
1171;12;19;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
1172;12;19;0;1;Al Dia;Graduado;0.875;13;Bajo Riesgo Académico
1173;12;19;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
1174;9;19;0;1;Al Dia;Graduado;0.5;12;Bajo Riesgo Académico
1175;6;19;0;1;Al Dia;Activo;0.6;13;Bajo Riesgo Académico
1176;6;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1177;8;19;0;1;Deudor;Desercion;0.83333333;11;Bajo Riesgo Académico
1178;10;19;0;1;Al Dia;Desercion;0;0;Alto Riesgo Académico
1179;14;19;0;1;Al Dia;Activo;0.66666666;11;Bajo Riesgo Académico
1180;5;19;0;1;Al Dia;Desercion;0.83333333;11;Bajo Riesgo Académico
1181;12;19;0;1;Al Dia;Graduado;0.875;14;Bajo Riesgo Académico
1182;6;19;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
1183;4;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1184;3;19;0;0;Al Dia;Graduado;1;11;Bajo Riesgo Académico
1185;12;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1186;15;19;0;1;Al Dia;Graduado;0.83333333;12;Bajo Riesgo Académico
1187;5;19;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
1188;10;19;0;1;Al Dia;Graduado;0.83333333;12;Bajo Riesgo Académico
1189;6;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1190;5;19;0;1;Al Dia;Activo;0.83333333;12;Bajo Riesgo Académico
1191;14;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1192;12;19;0;1;Al Dia;Activo;0.85714285;11;Bajo Riesgo Académico
1193;12;19;0;1;Al Dia;Graduado;0.875;13;Bajo Riesgo Académico
1194;12;19;0;1;Al Dia;Graduado;0.71428571;12;Bajo Riesgo Académico
1195;12;19;0;1;Al Dia;Graduado;0.85714285;14;Bajo Riesgo Académico
1196;12;19;0;1;Al Dia;Graduado;0.875;11;Bajo Riesgo Académico
1197;16;19;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
1198;9;19;0;1;Al Dia;Graduado;1;11;Bajo Riesgo Académico
1199;6;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1200;6;19;0;1;Al Dia;Graduado;0.8;14;Bajo Riesgo Académico
1201;5;19;0;1;Deudor;Desercion;1;0;Bajo Riesgo Académico
1202;12;19;0;1;Al Dia;Graduado;0.85714285;11;Bajo Riesgo Académico
1203;16;19;0;1;Al Dia;Desercion;1;11;Bajo Riesgo Académico
1204;14;19;0;1;Al Dia;Desercion;1;13;Bajo Riesgo Académico
1205;14;19;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
1206;15;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1207;10;19;0;1;Al Dia;Graduado;0.83333333;11;Bajo Riesgo Académico
1208;7;19;1;1;Al Dia;Activo;1;13;Bajo Riesgo Académico
1209;6;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1210;10;19;0;1;Al Dia;Graduado;1;11;Bajo Riesgo Académico
1211;12;19;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
1212;16;19;0;1;Al Dia;Graduado;0.83333333;10;Bajo Riesgo Académico
1213;11;19;0;1;Al Dia;Desercion;0;0;Alto Riesgo Académico
1214;12;19;0;1;Al Dia;Graduado;0.85714285;12;Bajo Riesgo Académico
1215;15;19;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
1216;12;19;0;1;Al Dia;Graduado;1;15;Bajo Riesgo Académico
1217;14;19;0;1;Deudor;Desercion;0.83333333;12;Bajo Riesgo Académico
1218;9;19;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
1219;12;19;0;1;Al Dia;Desercion;0.71428571;0;Bajo Riesgo Académico
1220;9;19;0;1;Al Dia;Graduado;1;11;Bajo Riesgo Académico
1221;14;19;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
1222;6;19;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
1223;13;19;0;1;Al Dia;Desercion;0.71428571;0;Bajo Riesgo Académico
1224;6;19;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
1225;16;19;0;1;Al Dia;Desercion;0;0;Alto Riesgo Académico
1226;10;19;0;1;Al Dia;Desercion;0;0;Alto Riesgo Académico
1227;6;19;0;1;Al Dia;Activo;1;13;Bajo Riesgo Académico
1228;12;19;0;1;Deudor;Desercion;0.57142857;0;Bajo Riesgo Académico
1229;15;19;1;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1230;9;19;1;1;Al Dia;Desercion;1;10;Bajo Riesgo Académico
1231;5;19;1;1;Al Dia;Activo;0.83333333;10;Bajo Riesgo Académico
1232;12;19;0;1;Al Dia;Activo;0.75;11;Bajo Riesgo Académico
1233;8;19;0;1;Al Dia;Graduado;1;15;Bajo Riesgo Académico
1234;10;19;0;1;Al Dia;Graduado;0.83333333;12;Bajo Riesgo Académico
1235;3;19;0;0;Al Dia;Graduado;1;14;Bajo Riesgo Académico
1236;12;19;1;1;Al Dia;Activo;0.85714285;13;Bajo Riesgo Académico
1237;14;19;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
1238;12;19;0;1;Al Dia;Graduado;0.85714285;14;Bajo Riesgo Académico
1239;15;19;1;1;Al Dia;Graduado;0.83333333;12;Bajo Riesgo Académico
1240;16;19;0;1;Al Dia;Desercion;0;0;Alto Riesgo Académico
1241;11;19;1;1;Deudor;Graduado;1;13;Bajo Riesgo Académico
1242;5;19;1;1;Deudor;Desercion;0;0;Alto Riesgo Académico
1243;5;19;1;1;Al Dia;Activo;0.66666666;12;Bajo Riesgo Académico
1244;12;19;1;1;Al Dia;Graduado;0.85714285;11;Bajo Riesgo Académico
1245;15;19;0;1;Al Dia;Desercion;1;12;Bajo Riesgo Académico
1246;12;19;0;1;Al Dia;Graduado;0.875;15;Bajo Riesgo Académico
1247;10;19;0;1;Al Dia;Desercion;0;0;Alto Riesgo Académico
1248;10;19;0;1;Al Dia;Activo;0.33333333;10;Alto Riesgo Académico
1249;11;19;0;1;Al Dia;Desercion;0.33333333;11;Alto Riesgo Académico
1250;10;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1251;12;19;0;1;Al Dia;Graduado;0.85714285;11;Bajo Riesgo Académico
1252;12;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1253;9;19;0;1;Al Dia;Desercion;0.4;10;Alto Riesgo Académico
1254;10;19;0;1;Al Dia;Desercion;1;11;Bajo Riesgo Académico
1255;10;19;0;1;Al Dia;Desercion;0;0;Alto Riesgo Académico
1256;5;19;1;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1257;14;19;1;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
1258;2;19;0;1;Deudor;Graduado;1;15;Bajo Riesgo Académico
1259;15;19;1;1;Al Dia;Graduado;0.83333333;13;Bajo Riesgo Académico
1260;15;19;0;1;Deudor;Desercion;0.83333333;11;Bajo Riesgo Académico
1261;12;19;0;1;Al Dia;Graduado;0.875;14;Bajo Riesgo Académico
1262;15;19;1;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1263;9;19;1;1;Al Dia;Desercion;0.8;0;Bajo Riesgo Académico
1264;15;19;1;1;Al Dia;Graduado;0.83333333;13;Bajo Riesgo Académico
1265;7;19;1;1;Al Dia;Desercion;1;15;Bajo Riesgo Académico
1266;12;19;1;1;Al Dia;Graduado;0.875;12;Bajo Riesgo Académico
1267;15;19;1;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
1268;17;19;1;0;Al Dia;Desercion;0.8;12;Bajo Riesgo Académico
1269;12;19;0;1;Al Dia;Graduado;0.875;12;Bajo Riesgo Académico
1270;15;19;0;1;Al Dia;Desercion;0.5;14;Bajo Riesgo Académico
1271;9;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1272;2;19;0;1;Al Dia;Desercion;1;12;Bajo Riesgo Académico
1273;12;19;0;1;Deudor;Desercion;0.875;13;Bajo Riesgo Académico
1274;10;19;0;1;Deudor;Desercion;0.66666666;11;Bajo Riesgo Académico
1275;16;19;0;1;Deudor;Desercion;0.71428571;0;Bajo Riesgo Académico
1276;11;19;0;1;Al Dia;Graduado;1;11;Bajo Riesgo Académico
1277;12;19;0;1;Al Dia;Graduado;0.85714285;13;Bajo Riesgo Académico
1278;3;19;0;0;Al Dia;Desercion;0.66666666;11;Bajo Riesgo Académico
1279;10;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1280;14;19;0;1;Deudor;Desercion;0.5;12;Bajo Riesgo Académico
1281;12;19;0;1;Al Dia;Graduado;0.875;14;Bajo Riesgo Académico
1282;12;19;0;1;Al Dia;Graduado;0.85714285;13;Bajo Riesgo Académico
1283;15;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1284;15;19;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
1285;12;19;0;1;Al Dia;Graduado;1;15;Bajo Riesgo Académico
1286;3;19;0;0;Al Dia;Graduado;1;11;Bajo Riesgo Académico
1287;15;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1288;10;19;0;1;Al Dia;Graduado;0.83333333;11;Bajo Riesgo Académico
1289;6;19;0;1;Al Dia;Activo;0.6;11;Bajo Riesgo Académico
1290;12;19;0;1;Al Dia;Graduado;0.875;12;Bajo Riesgo Académico
1291;5;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1292;10;19;0;1;Al Dia;Graduado;1;11;Bajo Riesgo Académico
1293;8;19;0;1;Al Dia;Desercion;0.2;12;Alto Riesgo Académico
1294;12;19;0;1;Al Dia;Graduado;0.85714285;12;Bajo Riesgo Académico
1295;6;19;0;1;Al Dia;Graduado;0.83333333;13;Bajo Riesgo Académico
1296;12;19;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
1297;10;19;0;1;Al Dia;Graduado;0.83333333;10;Bajo Riesgo Académico
1298;6;19;0;1;Al Dia;Graduado;0.5;13;Bajo Riesgo Académico
1299;6;19;0;1;Al Dia;Activo;0.4;11;Alto Riesgo Académico
1300;6;19;0;1;Al Dia;Activo;0.6;13;Bajo Riesgo Académico
1301;12;19;0;1;Al Dia;Graduado;0.875;12;Bajo Riesgo Académico
1302;12;19;0;1;Al Dia;Desercion;0.75;13;Bajo Riesgo Académico
1303;12;19;0;1;Al Dia;Graduado;0.875;15;Bajo Riesgo Académico
1304;9;19;1;1;Al Dia;Graduado;1;11;Bajo Riesgo Académico
1305;9;19;0;1;Al Dia;Activo;1;11;Bajo Riesgo Académico
1306;12;19;0;1;Al Dia;Graduado;0.85714285;15;Bajo Riesgo Académico
1307;11;19;0;1;Al Dia;Activo;0.66666666;12;Bajo Riesgo Académico
1308;10;19;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
1309;10;19;0;1;Al Dia;Graduado;1;11;Bajo Riesgo Académico
1310;6;19;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
1311;11;19;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
1312;5;19;0;1;Al Dia;Activo;0.83333333;12;Bajo Riesgo Académico
1313;6;19;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
1314;10;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1315;12;19;0;1;Al Dia;Desercion;0;0;Alto Riesgo Académico
1316;10;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1317;16;19;0;1;Al Dia;Desercion;0.57142857;10;Bajo Riesgo Académico
1318;11;19;0;1;Al Dia;Desercion;0.5;11;Bajo Riesgo Académico
1319;12;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1320;9;19;0;1;Al Dia;Graduado;1;11;Bajo Riesgo Académico
1321;12;19;0;1;Al Dia;Desercion;0.75;13;Bajo Riesgo Académico
1322;5;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1323;8;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1324;2;19;1;1;Al Dia;Activo;1;12;Bajo Riesgo Académico
1325;16;19;1;1;Deudor;Desercion;0.66666666;0;Bajo Riesgo Académico
1326;11;19;1;1;Al Dia;Desercion;0;0;Alto Riesgo Académico
1327;9;19;0;1;Al Dia;Activo;0.6;10;Bajo Riesgo Académico
1328;12;19;0;1;Al Dia;Graduado;0.71428571;12;Bajo Riesgo Académico
1329;10;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1330;12;19;0;1;Al Dia;Graduado;0.85714285;13;Bajo Riesgo Académico
1331;6;19;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
1332;12;19;0;1;Al Dia;Graduado;0.875;14;Bajo Riesgo Académico
1333;10;19;0;1;Deudor;Desercion;0.83333333;10;Bajo Riesgo Académico
1334;12;19;0;1;Al Dia;Graduado;0.85714285;13;Bajo Riesgo Académico
1335;6;19;0;1;Al Dia;Graduado;0.8;12;Bajo Riesgo Académico
1336;12;19;0;1;Al Dia;Graduado;1;15;Bajo Riesgo Académico
1337;12;19;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
1338;10;19;0;1;Al Dia;Graduado;1;11;Bajo Riesgo Académico
1339;9;19;0;1;Al Dia;Activo;0.2;10;Alto Riesgo Académico
1340;14;19;0;1;Al Dia;Desercion;0;0;Alto Riesgo Académico
1341;11;19;0;1;Al Dia;Activo;0.66666666;12;Bajo Riesgo Académico
1342;10;19;0;1;Al Dia;Graduado;1;11;Bajo Riesgo Académico
1343;12;19;0;1;Al Dia;Graduado;0.85714285;12;Bajo Riesgo Académico
1344;10;19;0;1;Al Dia;Activo;0.66666666;10;Bajo Riesgo Académico
1345;6;19;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1346;12;19;0;1;Deudor;Desercion;0;0;Alto Riesgo Académico
1347;14;19;0;1;Al Dia;Graduado;0.8;12;Bajo Riesgo Académico
1348;10;19;1;1;Al Dia;Graduado;1;11;Bajo Riesgo Académico
1349;15;19;1;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1350;4;19;1;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
1351;5;19;1;1;Deudor;Desercion;0.66666666;0;Bajo Riesgo Académico
1352;12;19;0;1;Al Dia;Desercion;1;13;Bajo Riesgo Académico
1353;12;19;0;1;Al Dia;Graduado;0.85714285;13;Bajo Riesgo Académico
1354;14;19;1;1;Al Dia;Activo;0.83333333;13;Bajo Riesgo Académico
1355;7;19;1;1;Al Dia;Desercion;0;14;Alto Riesgo Académico
1356;10;19;1;1;Al Dia;Desercion;0;0;Alto Riesgo Académico
1357;15;19;1;1;Al Dia;Graduado;0.66666666;12;Bajo Riesgo Académico
1358;9;19;1;1;Deudor;Desercion;0.8;11;Bajo Riesgo Académico
1359;11;19;1;1;Al Dia;Activo;1;11;Bajo Riesgo Académico
